restaurant_id,date,metro_station,rest_name,full_address,target,longitude,latitude,chain_flg,avg_bill,rest_type,metro_distance,center_distance,avg_rating,rating_count,review_count,comp_100m,comp_200m,comp_300m,comp_rating_avg_100m,comp_rating_avg_200m,comp_rating_avg_300m,flag_no_comp_100m,flag_no_comp_200m,reviews_count_collected,avg_review_len_chars,avg_review_len_words,positive_share,neutral_share,negative_share,avg_sentiment_score,service_complaint_share,food_complaint_share,price_complaint_share,negative_service_share,negative_food_share,negative_price_share,service_among_negative_share,food_among_negative_share,price_among_negative_share,spark_link,egrul_flg,revenue_2025_m,net_profit_2025_m,arbitration_case_count,inspection_count,inn
141,2025-09-14T14:34:57+00:00,Цветной бульвар,Avgust,"Садовая-Самотёчная, 6с1",0.0,37.613727,55.773064,0.0,3500.0,Restaurant,400.0,1935,4.6,456.0,304,1.0,3.0,11.0,3.7,4.4,4.7273,0,0,50,357,53,0.88,0.02,0.1,0.78,0.14,0.06,0.04,0.06,0.04,0.04,0.6,0.4,0.4,-,-,-,-,-,-,-
142,2025-09-11T18:08:01+00:00,Красные Ворота,Coffeeshop Company,"улица Маши Порываевой, 34",0.0,37.648275,55.772741,1.0,1000.0,Coffee shop,417.0,2689,4.3,664.0,443,3.0,13.0,19.0,4.9,4.3667,4.34,0,0,50,270,39,0.72,0.02,0.26,0.46,0.18,0.14,0.04,0.16,0.12,0.02,0.6154,0.4615,0.0769,https://spark-interfax.ru/system/home/card#/company/808B6A05F75657E2E0531B9AA8C0E094/101,0,91,"1,5",27,0,1435338862
143,2025-09-10T11:53:59+00:00,Павелецкая,Saam,"Кожевническая, 5",1.0,37.643941,55.730251,0.0,1000.0,Fast-food outlet,392.0,3285,4.9,40.0,27,9.0,14.0,30.0,4.3111,4.4286,4.36,0,0,36,269,39,0.8611,0.0278,0.1111,0.75,0.0,0.0278,0.0278,0.0,0.0278,0.0,0.0,0.25,0.0,-,-,-,-,-,-,-
144,2025-09-10T07:59:18+00:00,Павелецкая,Эрти,"Стремянный пер., 11",0.0,37.633086,55.727698,0.0,2500.0,Restaurant,425.0,3272,4.8,2394.0,1596,1.0,4.0,9.0,4.8,4.725,4.6375,0,0,50,960,83,0.04,0.0,0.96,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/8C7CAB3C491A17CFE0531C9AA8C0C217/101,0,127,-22,14,0,9705133623
145,2025-09-08T19:33:08+00:00,Трубная,Sandwich Hunters,"Рождественский бул., 1",1.0,37.624028,55.766751,0.0,1200.0,Fast-food outlet,340.0,1282,4.2,49.0,33,14.0,18.0,26.0,4.3462,4.4688,4.375,0,0,34,243,38,0.6176,0.0882,0.2941,0.3235,0.0588,0.3529,0.1471,0.0,0.2059,0.0588,0.0,0.7,0.2,https://spark-interfax.ru/system/home/card#/company/DE5C6F4947924E1FE053259AA8C08A68/101,0,"6,6","-5,8",4,1,5041213102
146,2025-09-08T04:59:58+00:00,Смоленская,Moon,"Новинский бул., 8",0.0,37.584966,55.751431,0.0,5500.0,Restaurant,478.0,2099,5.0,114.0,76,5.0,17.0,22.0,3.875,4.4188,4.3381,0,0,50,306,45,0.78,0.02,0.2,0.58,0.18,0.0,0.02,0.1,0.0,0.0,0.5,0.0,0.0,-,-,-,-,-,-,-
147,2025-09-05T15:49:15+00:00,Театральная,Mishka,"ул. Большая Дмитровка, 11",1.0,37.613687,55.762007,0.0,2500.0,Restaurant,574.0,732,4.8,329.0,219,7.0,15.0,25.0,4.4857,4.4933,4.576,0,0,50,398,58,0.88,0.08,0.04,0.84,0.12,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/1BE41E3DDB730651E063259AA8C050A5/101,0,"8,5","-45,5",15,0,9721235661
148,2025-09-04T13:09:58+00:00,Сретенский бульвар,Долма,"Сретенка, 12",0.0,37.632126,55.767851,0.0,3000.0,Restaurant,458.0,1619,4.5,1303.0,869,6.0,14.0,18.0,4.7167,4.6571,4.6722,0,0,50,377,54,0.92,0.0,0.08,0.84,0.08,0.08,0.04,0.02,0.02,0.02,0.25,0.25,0.25,-,-,-,-,-,-,-
149,2025-09-03T17:36:42+00:00,Тверская,Cappuchinariy,"Тверская ул., 15",1.0,37.607289,55.762918,0.0,800.0,Coffee shop,204.0,1021,5.0,93.0,62,10.0,15.0,24.0,4.4125,4.4385,4.3591,0,0,50,243,37,0.94,0.06,0.0,0.94,0.06,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
150,2025-09-02T14:07:33+00:00,Смоленская,Эрато,"ул. Новый Арбат, 13",1.0,37.594635,55.752237,0.0,1800.0,Restaurant,941.0,1491,4.5,199.0,133,2.0,12.0,21.0,4.55,4.4833,4.419,0,0,50,316,47,0.78,0.0,0.22,0.56,0.08,0.12,0.04,0.04,0.12,0.02,0.1818,0.5455,0.0909,-,-,-,-,-,-,-
151,2025-09-02T05:29:58+00:00,Сухаревская,Soul Burger,"Большой Сухаревский переулок, 25с1",0.0,37.632115,55.770884,1.0,800.0,Fast-food outlet,269.0,1907,4.2,1811.0,1207,9.0,23.0,29.0,4.6889,4.4238,4.4654,0,0,50,475,70,0.84,0.04,0.12,0.72,0.12,0.1,0.06,0.06,0.02,0.02,0.5,0.1667,0.1667,https://spark-interfax.ru/system/home/card#/company/DE5C6F2DB69A4FCBE053259AA8C0C523/101,0,117,"5,6",3,0,9705169972
152,2025-08-31T08:31:27+00:00,Смоленская,Figo,"Смоленская-Сенная площадь, 23/25",0.0,37.582781,55.744008,0.0,2600.0,Restaurant,378.0,2543,4.6,1497.0,998,1.0,3.0,16.0,5.0,4.6,4.6562,0,0,50,391,58,0.76,0.06,0.18,0.58,0.2,0.12,0.04,0.14,0.1,0.0,0.7778,0.5556,0.0,-,-,-,-,-,-,-
153,2025-08-28T09:39:32+00:00,Китай-город,ЖÖН,"Яузский бул., 14/8",1.0,37.643639,55.75092,0.0,800.0,Café,810.0,1717,5.0,124.0,83,5.0,9.0,17.0,4.76,4.7556,4.7188,0,0,50,234,34,0.86,0.1,0.04,0.82,0.06,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.5,https://spark-interfax.ru/system/home/card#/company/3FE06094AD81461589FC4450752D7CDA/101,0,-,-,-,-,7709458097
154,2025-08-26T16:02:07+00:00,Смоленская,Goodman,"Смоленская площадь, 3",0.0,37.581949,55.747743,0.0,2000.0,Restaurant,44.0,2404,4.4,106.0,71,5.0,15.0,25.0,4.8,4.7286,4.7087,0,0,49,228,33,0.6735,0.0612,0.2653,0.4082,0.1224,0.1224,0.0204,0.0816,0.0816,0.0,0.3077,0.3077,0.0,https://spark-interfax.ru/system/home/card#/company/813F834F406659B6E0531B9AA8C0A28D/101,0,160,"0,17",7,2,9729280088
155,2025-08-26T12:16:01+00:00,Трубная,Le Pigeon,"Цветной бул., 2",0.0,37.624023,55.768595,0.0,3000.0,Restaurant,253.0,1478,4.7,1184.0,789,5.0,10.0,23.0,4.58,4.56,4.5304,0,0,50,791,68,0.04,0.0,0.96,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/B96DF27165AD40CCE053219AA8C05BDA/101,0,122,"-9,5",9,0,9717098003
156,2025-08-23T08:49:56+00:00,Китай-город,Культурно коротко,"Солянский пр., 1/4с1",0.0,37.636069,55.753813,1.0,1000.0,Bar,240.0,1177,5.0,444.0,296,2.0,15.0,16.0,4.5,4.5714,4.58,0,0,50,468,71,0.7,0.18,0.12,0.58,0.06,0.08,0.1,0.0,0.02,0.04,0.0,0.1667,0.3333,https://spark-interfax.ru/system/home/card#/company/94580E2A51742C3CE0531B9AA8C0267F/101,0,468,-8,0,3,3666240106
157,2025-08-17T18:42:54+00:00,Баррикадная,Buro Bistro,"Новинский бульвар, 31",1.0,37.58264,55.757811,0.0,3000.0,Restaurant,425.0,2199,4.4,240.0,160,5.0,8.0,19.0,4.88,4.475,4.5278,0,0,50,460,71,0.7,0.04,0.26,0.44,0.12,0.1,0.06,0.02,0.08,0.02,0.0769,0.3077,0.0769,-,-,-,-,-,-,-
158,2025-08-16T15:59:58+00:00,Чистые пруды,Каспийка,Мясницкая 24,0.0,37.636412,55.762575,1.0,2250.0,Restaurant,378.0,1397,4.8,4910.0,3273,8.0,19.0,22.0,4.55,4.4789,4.5318,0,0,50,578,85,0.76,0.14,0.1,0.66,0.28,0.12,0.02,0.04,0.02,0.0,0.4,0.2,0.0,https://spark-interfax.ru/system/home/card#/company/C705CD81957148DDE053219AA8C021CA/101,0,115,"7,7",1,0,9729310960
159,2025-08-11T18:10:42+00:00,Пушкинская,The Рыба,"Малая Бронная ул., 19",1.0,37.595184,55.762317,0.0,1000.0,Restaurant,850.0,1579,5.0,799.0,533,4.0,16.0,24.0,4.175,4.4813,4.5174,0,0,50,561,80,0.92,0.0,0.08,0.84,0.18,0.08,0.06,0.02,0.02,0.02,0.25,0.25,0.25,https://spark-interfax.ru/system/home/card#/company/F795F749CF655304E053249AA8C09157/101,0,97,10,4,1,9718222373
160,2025-08-11T10:36:08+00:00,Лубянка,Semenov,"ул. Большая Лубянка, 13/16с1",1.0,37.629088,55.764067,0.0,1500.0,Restaurant,500.0,1167,5.0,326.0,217,0.0,2.0,16.0,4.5181,4.7,4.62,1,0,50,321,47,0.88,0.02,0.1,0.78,0.1,0.02,0.02,0.06,0.02,0.0,0.6,0.2,0.0,-,-,-,-,-,-,-
161,2025-08-10T15:21:21+00:00,Маяковская,Алхимиус,"1-я Тверская-Ямская ул., 4",1.0,37.594257,55.771443,0.0,2000.0,Restaurant,178.0,2271,4.5,383.0,255,3.0,7.0,16.0,4.3,4.4857,4.6312,0,0,50,491,72,0.68,0.1,0.22,0.46,0.16,0.1,0.12,0.04,0.08,0.06,0.1818,0.3636,0.2727,https://spark-interfax.ru/system/home/card#/company/ECE68B8F12F01A26E053249AA8C0DE13/101,0,"4,2",1,20,1,7736345166
162,2025-08-09T07:20:16+00:00,Маяковская,"0,75 Please","Ермолаевский переулок, 7",0.0,37.590505,55.764352,0.0,5000.0,Restaurant,720.0,1944,5.0,73.0,49,1.0,8.0,20.0,4.8,4.6143,4.6053,0,0,50,404,58,0.84,0.06,0.1,0.74,0.16,0.02,0.06,0.06,0.0,0.02,0.6,0.0,0.2,https://spark-interfax.ru/system/home/card#/company/E8A78CA728DA59AFE053259AA8C08AFA/101,0,56,"2,8",7,2,9703107890
163,2025-08-07T19:40:02+00:00,Смоленская,Хлеб Насущный,"Новинский бульвар, 7",0.0,37.582634,55.751489,1.0,1500.0,Bakery,455.0,2240,4.4,1455.0,970,3.0,10.0,14.0,4.7667,4.2,4.4083,0,0,50,278,42,0.72,0.02,0.26,0.46,0.08,0.16,0.02,0.04,0.16,0.02,0.1538,0.6154,0.0769,https://spark-interfax.ru/system/home/card#/company/C6963A24CDA949A4879CADA9ED78F574/101,1,-,-,-,-,7704756332
164,2025-08-06T08:29:07+00:00,Курская,Аддис-Абеба,"ул. Земляной Вал, 6, стр. 1",0.0,37.656597,55.762494,0.0,2500.0,Café,549.0,2551,4.5,1000.0,667,3.0,18.0,32.0,4.2,4.425,4.49,0,0,50,313,46,0.92,0.04,0.04,0.88,0.06,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/30185AD47AB547929D9057FDC825F6BF/101,0,"3,8","-1,8",15,1,7709467895
165,2025-07-31T11:17:55+00:00,Новокузнецкая,Кондитерский,"Пятницкая, 22с1",0.0,37.6283,55.741569,0.0,1200.0,Bakery,76.0,1718,4.4,108.0,72,9.0,13.0,19.0,4.4556,4.4538,4.4842,0,0,50,172,25,0.56,0.12,0.32,0.24,0.14,0.06,0.06,0.12,0.06,0.04,0.375,0.1875,0.125,https://spark-interfax.ru/system/home/card#/company/01D76F9B0DE848FEB469CDD15D9B5D8C/101,1,-,-,-,-,7705820044
166,2025-07-29T15:46:34+00:00,Маяковская,Bocconcino,"Большой Патриарший пер., 4",0.0,37.591914,55.762458,0.0,2000.0,Restaurant,884.0,1769,4.7,1154.0,769,2.0,16.0,23.0,4.6,4.55,4.5304,0,0,50,379,57,0.76,0.04,0.2,0.56,0.14,0.14,0.12,0.02,0.1,0.02,0.1,0.5,0.1,https://spark-interfax.ru/system/home/card#/company/5C50B138DD50452EA43BE22974113C55/101,0,98,"8,5",0,0,5260269041
167,2025-07-28T19:36:31+00:00,Пушкинская,Amy,"Большой Козихинский пер., 9/12",0.0,37.596642,55.763041,0.0,4000.0,Restaurant,737.0,1539,4.7,1177.0,785,4.0,18.0,26.0,4.825,4.5611,4.52,0,0,50,370,56,0.64,0.02,0.34,0.3,0.14,0.16,0.06,0.08,0.12,0.02,0.2353,0.3529,0.0588,-,-,-,-,-,-,-
168,2025-07-27T12:41:27+00:00,Кузнецкий Мост,Селёдочная,"Пушечная ул., 7/5с2",1.0,37.623013,55.760918,1.0,2000.0,Restaurant,184.0,662,4.5,170.0,113,4.0,14.0,20.0,4.7,4.6071,4.62,0,0,50,613,51,0.04,0.0,0.96,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
169,2025-07-27T09:35:39+00:00,Кузнецкий Мост,Mary Wong,"ул. Кузнецкий Мост, 19, стр. 1",0.0,37.626014,55.762447,0.0,1000.0,Fast-food outlet,206.0,907,4.8,698.0,465,2.0,12.0,27.0,3.8,4.4333,4.3037,0,0,50,421,64,0.66,0.1,0.24,0.42,0.18,0.16,0.1,0.06,0.1,0.0,0.25,0.4167,0.0,https://spark-interfax.ru/system/home/card#/company/C3E1715CD4E77DF4E053219AA8C0EE33/101,0,"91,5","-82,2",1,0,9702033420
170,2025-07-17T19:21:21+00:00,Маяковская,АроматКофе,"1-ый Тверской-Ямской переулке, 11",1.0,37.597249,55.773108,0.0,700.0,Coffee shop,347.0,2308,4.7,149.0,99,3.0,7.0,15.0,4.85,4.7667,4.6643,0,0,50,259,39,0.9,0.02,0.08,0.82,0.02,0.1,0.1,0.0,0.04,0.02,0.0,0.5,0.25,https://spark-interfax.ru/system/home/card#/company/69F6315E8FB74167B3954FCA86E07434/101,1,-,-,-,-,7705548409
171,2025-07-10T10:10:00+00:00,Чистые пруды,Stars Coffee,"Банковский переулок, 1",1.0,37.636412,55.762575,1.0,1000.0,Coffee shop,378.0,1397,5.0,243.0,162,8.0,18.0,22.0,4.3,4.3667,4.4545,0,0,50,211,31,0.82,0.02,0.16,0.66,0.06,0.1,0.04,0.02,0.1,0.02,0.125,0.625,0.125,https://spark-interfax.ru/system/home/card#/company/8853316400598E2AE0531B9AA8C09426/101,0,1700,7,6,3,9705131922
172,2025-07-10T09:07:06+00:00,Кропоткинская,Хлеб Насущный,"Остоженка, 3/14",0.0,37.60238,55.743465,1.0,1500.0,Bakery,220.0,1670,4.4,1451.0,967,2.0,7.0,10.0,4.55,4.5833,4.4111,0,0,50,416,61,0.78,0.02,0.2,0.58,0.14,0.14,0.06,0.1,0.1,0.02,0.5,0.5,0.1,https://spark-interfax.ru/system/home/card#/company/72C299FA9494489CB394937F10707024/101,0,"55,2",-10,1,0,7706438078
173,2025-07-09T09:19:47+00:00,Третьяковская,Мзиури,"Климентовский пер., 14",0.0,37.626744,55.741055,0.0,1800.0,Restaurant,44.0,1737,4.5,1839.0,1226,4.0,15.0,20.0,4.375,4.58,4.575,0,0,50,507,76,0.64,0.06,0.3,0.34,0.24,0.18,0.06,0.14,0.12,0.02,0.4667,0.4,0.0667,https://spark-interfax.ru/system/home/card#/company/82B3BF93C8A5032CE0531B9AA8C021BF/101,0,"90,3","26,3",1,1,7811721550
174,2025-07-02T12:26:41+00:00,Павелецкая,Якитория,"Валовая улица, 18",0.0,37.632364,55.730965,1.0,3000.0,Restaurant,338.0,2912,4.4,3074.0,2049,3.0,7.0,17.0,4.7,4.4714,4.5118,0,0,50,387,61,0.34,0.1,0.56,-0.22,0.3,0.28,0.02,0.2,0.24,0.02,0.3571,0.4286,0.0357,https://spark-interfax.ru/system/home/card#/company/BD9A7C1369724340BAF5134BDBB110CD/101,0,-,"-2,5",4,0,7708321967
175,2025-07-01T10:00:11+00:00,Китай-город,Farro pasta & bar,"ул. Покровка, 1/13/6с2",0.0,37.639491,55.758593,0.0,2000.0,Restaurant,533.0,1404,4.7,1848.0,1232,12.0,19.0,23.0,4.6833,4.5667,4.5455,0,0,50,432,65,0.66,0.1,0.24,0.42,0.12,0.12,0.0,0.06,0.1,0.0,0.25,0.4167,0.0,https://spark-interfax.ru/system/home/card#/company/736B6CAEB7C88CABE0531B9AA8C06FBA/101,0,"81,5","-0,4",10,3,9709035306
176,2025-06-28T12:15:13+00:00,Лубянка,Mandarin Combustible,"Малый Черкасский переулок, 2",0.0,37.626354,55.758442,0.0,2500.0,Restaurant,150.0,622,4.8,3615.0,2410,6.0,20.0,24.0,4.5333,4.165,4.2,0,0,50,540,80,0.72,0.1,0.18,0.54,0.16,0.12,0.1,0.08,0.12,0.02,0.4444,0.6667,0.1111,https://spark-interfax.ru/system/home/card#/company/47D42134C4B3485784E19DCAE782F8B7/101,0,"76,2","-50,4",1,0,7704363726
177,2025-06-24T13:13:03+00:00,Арбатская,Arbat Bar&Lounge,"Новый Арбат, 13",0.0,37.594635,55.752237,0.0,1750.0,Bar,717.0,1491,5.0,1144.0,763,0.0,15.0,23.0,4.5655,4.4867,4.4391,1,0,50,369,54,0.74,0.06,0.2,0.54,0.1,0.02,0.0,0.04,0.02,0.0,0.2,0.1,0.0,https://spark-interfax.ru/system/home/card#/company/FEB65945C35346A685F0E0767E4AD663/101,0,"10,6","-0,063",13,1,9701015604
178,2025-06-24T07:05:02+00:00,Новокузнецкая,Путь,"Новокузнецкая ул., 18, стр. 1",0.0,37.630918,55.737065,0.0,800.0,Coffee shop,501.0,2244,4.5,1245.0,830,4.0,9.0,21.0,4.375,4.3556,4.4524,0,0,50,303,45,0.38,0.06,0.56,-0.18,0.52,0.02,0.02,0.34,0.02,0.02,0.6071,0.0357,0.0357,-,-,-,-,-,-,-
179,2025-06-23T10:18:33+00:00,Сухаревская,Менталитет,"Большая Сухаревская площадь, 14/7",0.0,37.636807,55.771615,0.0,1500.0,Restaurant,360.0,2130,4.8,1271.0,847,2.0,3.0,15.0,4.85,4.8,4.68,0,0,50,480,71,0.76,0.08,0.16,0.6,0.1,0.18,0.06,0.04,0.04,0.04,0.25,0.25,0.25,-,-,-,-,-,-,-
180,2025-06-19T14:31:18+00:00,Китай-город,Croissant Atelier,"Солянский пр., 1",1.0,37.636277,55.754204,0.0,1500.0,Bakery,223.0,1182,4.9,410.0,273,8.0,17.0,19.0,4.3,4.5,4.5316,0,0,50,430,64,0.72,0.06,0.22,0.5,0.08,0.34,0.1,0.08,0.1,0.06,0.3636,0.4545,0.2727,https://spark-interfax.ru/system/home/card#/company/0DA8E39D048006E1E063259AA8C0673C/101,0,"93,3","-10,7",1,3,9714031681
181,2025-06-13T16:15:52+00:00,Китай-город,Шмак,"Солянский пр., 1",0.0,37.636277,55.754204,0.0,1000.0,Café,223.0,1182,4.6,1350.0,900,17.0,30.0,34.0,4.3188,4.4931,4.5152,0,0,50,609,95,0.6,0.18,0.22,0.38,0.22,0.14,0.12,0.08,0.06,0.06,0.3636,0.2727,0.2727,https://spark-interfax.ru/system/home/card#/company/E7010C4DCD550492E053259AA8C0E73E/101,0,"50,3","-8,4",3,1,9703103790
182,2025-06-13T15:02:01+00:00,Кузнецкий Мост,Пельменотека,Рождественка 6/9/20с1,1.0,37.624477,55.760838,0.0,1300.0,Café,93.0,706,5.0,98.0,65,10.0,27.0,38.0,4.2,4.2963,4.3605,0,0,50,263,39,0.94,0.04,0.02,0.92,0.02,0.1,0.04,0.0,0.02,0.0,0.0,1.0,0.0,https://spark-interfax.ru/system/home/card#/company/1BBBD356C5876724E063259AA8C04E9F/101,0,-,-,6,2,9715486956
183,2025-06-12T12:45:48+00:00,Маяковская,Champagne Charlie's Bistro,"Большой Патриарший пер., 12, стр. 1",1.0,37.593406,55.763221,0.0,2300.0,Restaurant,779.0,1724,4.8,168.0,112,8.0,14.0,23.0,4.5875,4.4786,4.5909,0,0,50,553,83,0.82,0.02,0.16,0.66,0.14,0.14,0.04,0.06,0.06,0.0,0.375,0.375,0.0,-,-,-,-,-,-,-
184,2025-06-08T18:45:02+00:00,Театральная,Партер,"ул. Большая Дмитровка, 8, стр. 2",1.0,37.615403,55.760843,0.0,2500.0,Restaurant,406.0,577,4.7,81.0,54,9.0,18.0,26.0,4.5778,4.5833,4.5731,0,0,50,328,49,0.72,0.06,0.22,0.5,0.24,0.1,0.02,0.16,0.08,0.0,0.7273,0.3636,0.0,-,-,-,-,-,-,-
185,2025-06-08T16:45:04+00:00,Курская,Мияги Family,"ул. Земляной Вал, 33",1.0,37.658786,55.757514,0.0,1750.0,Restaurant,69.0,2584,4.1,1143.0,762,10.0,15.0,17.0,4.12,4.2933,4.3294,0,0,50,431,62,0.66,0.02,0.32,0.34,0.28,0.02,0.02,0.12,0.02,0.02,0.375,0.0625,0.0625,-,-,-,-,-,-,-
186,2025-06-01T09:40:50+00:00,Трубная,Рабле,"Петровский бул., 15, стр. 1",1.0,37.616112,55.768248,0.0,3000.0,Restaurant,251.0,1387,5.0,82.0,55,3.0,9.0,14.0,4.9,4.6889,4.4714,0,0,50,258,38,0.88,0.08,0.04,0.84,0.06,0.04,0.0,0.0,0.02,0.0,0.0,0.5,0.0,-,-,-,-,-,-,-
187,2025-05-29T06:12:31+00:00,Охотный Ряд,Mollusca Rouge,"Брюсов пер., 2/14с6",0.0,37.60578,55.75668,0.0,2800.0,Restaurant,686.0,746,4.6,256.0,171,7.0,15.0,22.0,4.6286,4.6533,4.6545,0,0,50,305,45,0.72,0.1,0.18,0.54,0.04,0.04,0.08,0.0,0.04,0.06,0.0,0.2222,0.3333,-,-,-,-,-,-,-
188,2025-05-28T09:07:35+00:00,Новокузнецкая,Доминос пицца,"Новокузнецкая, 6",0.0,37.63002,55.73855,1.0,900.0,Pizzeria,330.0,2070,3.4,878.0,585,2.0,6.0,20.0,4.0,4.4333,4.4211,0,0,50,406,63,0.2,0.0,0.8,-0.6,0.34,0.32,0.02,0.32,0.32,0.02,0.4,0.4,0.025,https://spark-interfax.ru/system/home/card#/company/92BC8739C1874CD2AC473CC41A8EA7BA/101,1,-,-,-,-,7736652262
189,2025-05-27T18:50:11+00:00,Курская,Fck,"ул. Земляной Вал, 7",0.0,37.657987,55.76276,0.0,1000.0,Bar,574.0,2643,4.6,228.0,152,2.0,8.0,14.0,4.1,4.575,4.55,0,0,50,336,49,0.72,0.1,0.18,0.54,0.08,0.08,0.06,0.04,0.08,0.04,0.2222,0.4444,0.2222,https://spark-interfax.ru/system/home/card#/company/F7FAA7D41392465DE053249AA8C00668/101,1,"12,3",-3,1,2,9709092181
190,2025-05-27T11:15:06+00:00,Третьяковская,Мидийный бар,"Пятницкая, 33-35",1.0,37.628672,55.739372,0.0,2000.0,Bar,218.0,1954,5.0,118.0,79,1.0,8.0,14.0,4.5655,4.5286,4.5538,0,0,50,288,42,0.88,0.02,0.1,0.78,0.06,0.1,0.06,0.04,0.04,0.02,0.4,0.4,0.2,-,-,-,-,-,-,-
191,2025-05-25T07:25:36+00:00,Трубная,Naruto Ramen,"Рождественский бульвар, 1",0.0,37.624028,55.766751,0.0,1500.0,Café,340.0,1282,4.3,214.0,143,19.0,25.0,36.0,4.4222,4.5174,4.45,0,0,50,274,43,0.46,0.04,0.5,-0.04,0.18,0.28,0.1,0.14,0.22,0.08,0.28,0.44,0.16,https://spark-interfax.ru/system/home/card#/company/C340CC748082208FE053219AA8C07F18/101,0,-,-,0,0,9704067512
192,2025-05-23T09:38:18+00:00,Китай-город,Laowai,"Большой Трёхсвятительский пер., 2/1с8",0.0,37.642991,55.754882,0.0,4500.0,Restaurant,608.0,1592,4.6,155.0,103,4.0,12.0,17.0,4.15,4.425,4.4706,0,0,50,337,51,0.64,0.1,0.26,0.38,0.12,0.06,0.0,0.08,0.02,0.0,0.3077,0.0769,0.0,-,-,-,-,-,-,-
193,2025-05-22T16:08:10+00:00,Маяковская,Листва,1-й Тверской-Ямской пер,0.0,37.591901,55.772385,0.0,2300.0,Restaurant,352.0,2447,4.4,2051.0,1367,2.0,7.0,14.0,4.25,4.5333,4.525,0,0,50,466,67,0.86,0.02,0.12,0.74,0.14,0.06,0.02,0.02,0.04,0.02,0.1667,0.3333,0.1667,-,-,-,-,-,-,-
194,2025-05-19T18:44:02+00:00,Театральная,Краснодар,"ул. Большая Дмитровка, 9, стр. 1",0.0,37.614207,55.761462,0.0,2500.0,Restaurant,506.0,664,4.7,2385.0,1590,7.0,17.0,26.0,4.4714,4.5824,4.5731,0,0,50,431,64,0.74,0.12,0.14,0.6,0.2,0.16,0.04,0.1,0.04,0.02,0.7143,0.2857,0.1429,-,-,-,-,-,-,-
195,2025-05-17T09:37:08+00:00,Пушкинская,Фальстарт,"Большой Путинковский пер., 5",0.0,37.607506,55.767463,0.0,1500.0,Bar,275.0,1442,4.8,276.0,184,5.0,12.0,17.0,4.8,4.75,4.7467,0,0,50,366,54,0.7,0.1,0.2,0.5,0.06,0.1,0.02,0.04,0.04,0.02,0.2,0.2,0.1,https://spark-interfax.ru/system/home/card#/company/EE3CF0F100C8270FE053249AA8C0FCDB/101,0,-,-,1,0,7707478404
196,2025-05-08T19:41:01+00:00,Охотный Ряд,Sartoria Lamberti,"Тверская ул., 3",0.0,37.612932,55.757154,0.0,4500.0,Restaurant,237.0,329,5.0,2581.0,1721,8.0,11.0,23.0,4.6125,4.6727,4.4682,0,0,50,713,104,0.8,0.06,0.14,0.66,0.16,0.18,0.06,0.04,0.06,0.0,0.2857,0.4286,0.0,-,-,-,-,-,-,-
197,2025-05-08T14:12:39+00:00,Чистые пруды,River One,"Мясницкая ул., 13, стр. 2",0.0,37.633867,55.762215,0.0,2000.0,Bar,495.0,1243,5.0,343.0,229,5.0,13.0,17.0,4.66,4.6308,4.5,0,0,50,251,35,0.88,0.0,0.12,0.76,0.14,0.06,0.02,0.08,0.06,0.02,0.6667,0.5,0.1667,https://spark-interfax.ru/system/home/card#/company/F22DA4D60E4F17D4E053249AA8C0FB3F/101,0,"3,7","-1,5",2,0,7708413880
198,2025-05-08T07:16:48+00:00,Маяковская,Шпатен Хаус,"2-я Тверская-Ямская ул., 2",0.0,37.596602,55.77072,0.0,3000.0,Bar,85.0,2116,4.4,1954.0,1303,6.0,9.0,15.0,4.4167,4.5667,4.5067,0,0,50,307,45,0.6,0.04,0.36,0.24,0.06,0.22,0.08,0.04,0.16,0.06,0.1111,0.4444,0.1667,https://spark-interfax.ru/system/home/card#/company/BCA8141358E15A20E053219AA8C07960/101,0,102,"1,6",11,1,9702030281
199,2025-04-30T18:10:24+00:00,Кропоткинская,Ваниль,"ул. Остоженка, 1/9",0.0,37.602302,55.744122,0.0,4000.0,Restaurant,158.0,1613,4.7,3386.0,2257,3.0,11.0,16.0,4.3333,4.36,4.4267,0,0,50,468,71,0.62,0.1,0.28,0.34,0.28,0.26,0.18,0.18,0.16,0.1,0.6429,0.5714,0.3571,https://spark-interfax.ru/system/home/card#/company/C698A231261A47EF8A7A77B8715FAB59/101,0,99,-30,2,0,7704804650
